,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
93867,0,2013-11-10 00:19:19,2012-03-01 00:00:00,,0,15428,,2262,,[],Peanut Butter Jesus,1,Album,2009-01-01 00:00:00,,,"<p><span style=""color:#424242;font-family:arial, helvetica, clean, sans-serif;font-size:12px;line-height:14px;background-color:#fdfecd;"">8,576,388 plays.</span></p>",0,2013-11-09 23:31:34,21,17344,,UNITED STATES,,,Vitamin Pets,,"['psych rock', 'punk rock', 'garage rock', 'yellow chair', 'electronic', 'vitamin pets']",,,training,small,320000,0,,2013-11-10 00:21:36,,116,6,Rock,"[58, 66, 85]","[58, 85, 12, 66]",,3435,,Attribution-Noncommercial-Share Alike 3.0 United States,2339,,1,,[],Peanut Butter Jesus
93956,0,2013-11-12 08:13:25,2013-11-12 00:00:00,,0,15442,"<p>Lemurs are strepsirrhine primates endemic to the island of Madagascar. Fossil records suggest that lemurs reached the shores of Madagascar by crossing the ocean in vegetation rafts. While their ancestors competed with monkeys and other primates in continental Africa, lemurs were able to evolve free from competition. This allowed them to differentiate from other species. The word lemur derives from the Latin lemures, which means ""night spirit"" or ""ghost"" and was probably coined due to the fact that these are nocturnal animals. <br /><br /> Lisbon-based Lemur was a ""ragingly instrumental rock band"", active between 2003 and 2006 and since hibernated. During that brief period of time they played about fifteen shows, sharing the stage with bands like Brainwashed by Amália, Katabatic, Bypass, Ölga, The Allstar Project, Frango and Puget Sound. They self-released a demo CD and later released an eponymous EP through the Merzbau netlabel. They also contributed to compilations such as ""Animal Repetitivo"", from the 2005 Out.Fest – an ""exploratory music"" festival which included Lemur in its first two editions – and ""Can Take You Anywhere You Want"", a release featuring Bor Land acts. Lemur went on to record exclusively for Borland three songs that have remained unreleased until this day. <br /><br /> Lemur's long slumber is now over: they are digitally releasing all their recordings, including previously unavailable tracks, in a joint effort between Enough Records and Associação Terapêutica do Ruído. The songs will be available for download at no cost. Lemur will also return to the stage (<a href=""https://www.facebook.com/events/420109181423808"">16 November 2013</a>) to celebrate the 10 years of Sonic Fest, the festival they created with Brainwashed by Amália and where they played their first gig in July 2003.</p>",23216,,[],Lemur,15,Album,,,,,0,2013-11-12 08:21:12,4,17353,,"Lisbon, Portugal",,,Lemur,,['lemur'],,,validation,small,256000,0,,2013-11-12 08:16:32,,147,0,Rock,"[12, 26, 66]","[26, 12, 66]",,3495,,Attribution-NonCommercial-ShareAlike 3.0 International,2562,,7,,[],Flea Circus
93983,0,2013-11-10 19:23:41,2013-11-12 00:00:00,Kellzo,1,15436,,13473,Bugs and Rats,[],Adidas,11,Album,,,,"<p class=""MsoNormal"">Bugs and Rat’s formed in Quincy around January 2003 in Quincy, MA, a small city outside of Boston. They played their first show the same week as the infamous Great White fire in Rhoad Island, where (venue name) was burned to the ground, the fire killing (some number) of the audience and hurting man others including Great White. Good luck was set upon these boys from the beginning.</p>
<p class=""MsoNormal"">Their first album ‘Smart as a Whip’ was recorded at their practice space during a blizzard in 2004 was released on (some record label) in the same year. According to lead vocalist and chief songwriter Shawnie Brando, Bugs and Rats played with a lot of very crappy metal bands for many years until finally finding their noisy contemporaries around 2010. This seems pretty goofy after you hear the music they were creating at the time, a monster noise of feedback, heavy repetitions, vocals resembling a Muppet being ran over by a steam-roller, and locked bass grooves that circle around your brain like a broken-down racecar.</p>
<p class=""MsoNormal"">In 2010 Bugs and Rat’s self-released the harsh and brutal ‘Adidas’. Their second album, unlike the first, has a recording quality so loud, flat and harsh that is comes off as hedonistic. It sounds like the band wanted you to work and sift through all of the dirge that was being held up in their heads at the time, all of this work so you can find the gems that are disgustingly simple songs, so pure in their lack of bullshit that one cannot help but double take each track. In the words of Brando, “we were taking a lot of drugs a the time”. After hearing songs like ‘I Hope you get Greased’, you won’t be very surprised.</p>
<p class=""MsoNormal"">After Adidas was released, Bugs and Rat’s began playing shows with groups they actually liked, finding their niche in the noise-rock inspired scene around Alston, MA. Playing many house shows with the likes of bands such as Skimask, Arvid Noe and Guerilla Toss, Bugs and Rat’s began to grow via word of mouth due to their extreme songs that were always straight to the point, their full understanding of their sound and lack of experimentation. These guys knew exactly what they wanted to play, and they were playing it.</p>
<p class=""MsoNormal"">After Brando kicking drugs, their third album “Get that Fucking Light out of my Face’ was released in 2012. Again self released, the album showed a less feedback-ridden production style, taking in more experimentations this time, resulting in a sound more akin to the post-punk and no-wave bands of the early 80’s. Bug’s and Rat’s went on a successful month long tour after the release. They actually had to print new covers for the album for the later dates of the tour due to how many albums they sold.</p>
<p class=""MsoNormal"">Bugs and Rat’s are unquestionably one of Bostons harshest and most powerful bands at the moment. They are currently working on their fourth album, which features contributions from members of other Boston bands including Guerilla Toss.</p>",0,2013-11-10 19:31:28,3,17349,,"Boston, MA
Philly, PA",,"Shawnie Brando
Kellzo
Radek Weirzbowski",Bugs and Rats,,['bugs and rats'],http://bugsandrats.bandcamp.com/,,validation,small,128000,0,,2013-11-12 18:35:17,,157,2,Rock,"[25, 27, 85]","[25, 27, 12, 85]",,4881,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,3530,,1,,[],Hallway
93981,0,2013-11-11 18:50:46,,,0,15440,"<p>Single Košielka is from the first demo of Abraka Dub.</p>
<p>The band  haven't released any official album yet althought they perform quite often on smaller festivals in Czech and Slovakia and as well in music clubs and bars.</p>
<p> </p>",3306,,['abraka dub'],Abraka Dub,3,Album,2011-01-01 00:00:00,,,"<div>Members of Abraka Dub are from  Dolna Krupa in the West Slovakia.</div>
<div>Their music is influenced mainly with reggae/dub and it is also mixed with slovak national music and world music.</div>
<div> </div>
<p> </p>
<div> </div>",1,2013-11-11 18:58:33,3,17351,,"Dolná Krupá, Slovakia",,"Matej Karásek - guitar, vocal, folclore instruments
Adam Progyslav Karásek - bass guitar
Dušanka Lehotová - violin
Ľudovít Novota - drums
Bystrík Liberty Sloboda - keyboard, 2nd violin",Abraka Dub,,['abraka dub'],http://bandzone.cz/abrakadub,,training,small,256000,0,,2013-11-12 08:26:40,,334,6,International,"[2, 79, 130]","[2, 130, 79]",,4907,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,3585,,0,,['abraka dub'],Košielka
93917,0,2013-11-10 16:26:29,,,5,15433,"<p>Viikinsaari is the name of a movie that does not exist. A love story, a drama in which water plays a key role: the lake, the sound of rain, a flood ... An encounter in a limit situation. But a situation that the players don't know. To watch how something can born while all around disappears. And viceversa (Spoiler?)</p>
<p>It's a music poem and an imagination exercise for me and the listener. The realization of an idea that I've been going around: create a soundtrack from three or four ideas, from an imagined story. There is no ""real"" images; it's the listener who must to put it with the little help of the sound. So intimate, so universal. Viikinsaari are small pieces for piano. And it's water. It is the piano that calls the shots through melodies and rhythms inspired by the sounds of water, in their ways, their reflections ... With string and wind arrangements that sound like whispers at times and other times explode in the ears leaving the piano in the background, like waves. A space for melancholy and contemplation.</p>
<p>Influences: Nyman & Sakamoto, a weekend in Tampere, leaky faucets, the first cold days of fall, lakes, images with cold colours, Chopin preludes, wet clothes near the fireplace, broken umbrellas in a dustbin, Satie & Debussy, Tom Wait's Asylum Years...</p>",70823,,"['tracks to sync', 'classic', 'betterwithmusic', 'score', 'ambient', 'piano']",Viikinsaari,7,Album,,,,"<p>Betterwithmusic.com is a Javier Suarez (jahzzar) project which offers original CC music and royalty-free custom scores.</p>
<p>Jahzzar’s music offers sounds for ideas, to enjoy and share, to use. Instrumental music in all styles: From folk-rock to dub, from traditional Celt music to funk and soul, triphop or IDM. Classic pop, synthpop, dreampop, shoegaze… No matter the language, just communicate.</p>",55,2012-03-21 14:11:49,788,13262,43.542035,"Gijón, Asturias",-5.663799,,Jahzzar,,"['jahzzar', 'soul', 'synth pop', 'pop', 'betterwithmusic', 'instrumental', 'folk', 'funk', 'electro', 'rock']",http://www.betterwithmusic.com,,training,small,320000,0,,2013-11-10 16:29:21,,416,23,Instrumental,"[107, 1235]","[107, 1235]",,11500,,Attribution-ShareAlike 3.0 International,8833,,4,,"['tracks to sync', 'classic', 'betterwithmusic', 'score', 'ambient', 'piano']",Flood
93716,0,2013-11-08 16:06:52,2013-09-09 00:00:00,,0,15415,"<p>The Chapin Sisters visit WFMU to chat with Dan Bodah and play some songs.</p>
<p>For more info and the interview, check out the <a href=""http://wfmu.org/playlists/shows/52291"" target=""_blank"">playlist</a>.</p>",4936,,[],"Live on WFMU's Airborne Event with Dan Bodah: September 9, 2013",17,Radio Program,,,,"<p>The Chapin Sisters are a Harmonic Folk and Pop duo founded in Los Angeles in 2004 consisting of Abigail and Lily Chapin. They spent most of 2010 on tour with She & Him (M. Ward & Zooey Deschanel) as their backing band and opening act. Now based in New York City, their latest record, A Date With the Everly Brothers, was released in the Spring of 2013.</p>",0,2013-11-08 16:14:44,5,17341,,"New York, NY",,Abigail and Lily Chapin,The Chapin Sisters,,['the chapin sisters'],http://www.thechapinsisters.com/,,training,small,128000,0,,2013-11-08 16:13:33,,243,1,Folk,[17],[17],,1559,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1394,,3,,[],Let Me Go
93363,0,2013-11-03 12:29:32,2008-07-03 00:00:00,,0,15376,"<p>EP of 5 uplifting laidback electronica tracks by Lithuanian project <a href=""http://jmms.lt/"">Jupiter Makes Me Scream</a>.</p>",19963,,[],Tuesday Morning Huricane,5,Album,,,,,2,2013-11-03 12:36:22,11,17293,,Lithuania,,,Jupiter Makes Me Scream,,['jupiter makes me scream'],http://jmms.lt/,,training,small,320000,0,,2013-11-03 12:28:12,,232,12,Electronic,"[15, 42, 400]","[400, 42, 182, 15]",,7263,,Attribution-NonCommercial-ShareAlike 3.0 International,4545,,4,,[],Sunshine Radio
93944,0,2013-11-11 12:45:14,2013-11-11 00:00:00,,0,15439,"<div>I know; you know. What I want from you is wrong. You don't, I don't care about the cause, which we belong. To the place to hide my face where you are gona and I am waste. I do sin and try to win the game I play to catch the wind. What a chase is not enough. What I get ain't soft; it's rough. If I do or if I don't, I feel so bad I never won't. No matter if I do, I cry. There's another guy. I don't care about you, but I know that you do. Won't you give me a clue? Whatever you want me to. Don't tell me what it is you want. I can see, I can see your needs. I don't care about you, but I know that you do. Where have you been awhile? Waiting is just not my style. I still care about you. You say, but you don't. When can I see you soo? Look for me in the moon.</div>
<div> </div>
<div>""One Way Love"" features guest vocals by Tibetan musical pop artist, Norsum TB. We love you. We miss you. Thank you.</div>",10005,,"['80s', 'pop', 'electronic']",Two Young Boys,3,Album,,,,,0,2013-11-11 12:53:01,1,17350,,,,,Ready for Men,,['ready for men'],,,training,small,320000,0,,2013-11-11 12:48:13,,136,6,Pop,[362],"[362, 10]",,5135,,Attribution-NonCommercial-ShareAlike 3.0 International,3509,,3,,"['80s', 'pop', 'electronic']",Waiting Until Then
93519,0,2013-11-06 15:35:12,,,0,15399,,111378,,"['ambient', 'chillstep', 'synth wave', 'electronica']",Snake Charm,6,Album,,,,,0,2013-11-06 18:25:54,6,17332,,,,,Moon Veil,,['moon veil'],,,test,small,320000,0,,2013-11-06 03:44:16,,192,23,Electronic,"[15, 468]","[468, 15]",,33704,,Creative Commons Attribution,25364,,4,,"['ambient', 'chillstep', 'synth wave', 'electronica']",Scorpio
93523,0,2013-11-06 15:35:12,,,0,15399,,111378,,"['ambient', 'chillstep', 'synth wave', 'electronica']",Snake Charm,6,Album,,,,,0,2013-11-06 18:25:54,6,17332,,,,,Moon Veil,,['moon veil'],,,test,small,320000,0,,2013-11-06 03:54:24,,271,5,Electronic,"[15, 468]","[468, 15]",,14001,,Creative Commons Attribution,9875,,5,,"['ambient', 'chillstep', 'synth wave', 'electronica']",Up There
105685,0,2014-05-22 15:23:57,2014-05-20 00:00:00,Ernie Indradat,1,16508,"<p>Clipping LIVE on WFMU with Marty McSorley!</p>
<p>For more info, check out the <a href=""https://wfmu.org/playlists/shows/55720"" target=""_blank"">playlist</a>.</p>
<p>Live Set:</p>
<p>1. Intro.</p>
<p>2. Or Die, Bout That, Work Work, Jump, Inside Out, Chain, Body & Blood, Story</p>
<p>3. Interview with Marty McSorley</p>",12270,Marty McSorley,[],"Live on WFMU with Marty McSorley: May 20, 2014",3,Radio Program,,,,"<div style=""color: #222222; font-family: arial; font-size: small;""><span style=""color: #000000; font-family: arial, helvetica, sans-serif;"">Clipping's glitchy, lean, distorted sound gives befitting credence to their name, spitting unrelenting rap over feedback-soaked, cryogenically-blasted beats. </span></div>
<div style=""color: #222222; font-family: arial; font-size: small;""><span style=""font-family: arial, helvetica, sans-serif; line-height: 14.079999923706055px;""><span style=""color: #000000;""> </span></span></div>
<div style=""color: #222222; font-family: arial; font-size: small;""><span style=""font-family: arial, helvetica, sans-serif; line-height: 14.079999923706055px;""><span style=""color: #000000;"">It's party music for the club you wish you hadn't gone to, the car you don't remember getting in, and the streets you don't feel safe on.</span></span></div>",1,2014-05-22 15:23:12,0,18571,,"Los Angeles, CA",,"William Hutson, Jonathan Snipes, and Daveed Diggs",Clipping,,['clipping'],http://www.itsclippingbitch.com/,,training,small,192000,0,,2014-05-22 15:23:02,,506,0,Hip-Hop,[539],"[539, 21]",,5544,,Attribution-Noncommercial-No Derivative Works 3.0 United States,5065,,3,,[],Interview with Marty McSorley
105662,0,2014-05-22 13:59:14,2005-09-27 00:00:00,,1,16505,<p>Full length ethnic laidback triphop album by Portuguese talent Virgilio Oliveira.</p>,53678,,[],Studio 6,13,Album,,,,,0,2014-01-20 21:01:21,11,17892,,Portugal / UK,,Virgilio Oliveira,Gilo,,['gilo'],,,training,small,203135,0,,2014-05-22 13:53:35,,86,6,Electronic,"[15, 286, 400]","[400, 182, 286, 15]",,6156,,Attribution-NonCommercial-ShareAlike 3.0 International,4076,,1,,[],Intro
105826,0,2014-05-25 10:01:55,,,0,16526,"<p><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">Free 4-track sampler for the album <strong>SACRIFICE FLY</strong> by <strong>ALL URBAN OUTFIELD</strong>, aka <strong>p.WRECKS</strong> & <strong>K.Clifton</strong>.<br /></span></p>
<p><a href=""http://blacklanternmusic.com/oneep.php?subid=94&partid=1"" target=""_blank""><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">DOWNLOAD THE FULL 16-TRACK ALBUM / ORDER LIMITED EDITION CD</span></a></p>
<p><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">This is hip-hop that deals with isolation, psychedelic visions, imminent apocalypse. This is the sound of graffiti-covered basements ringing to bass-heavy MPC beats; of dusty beats on tape as you traverse the decaying urban sprawl. Two emcees holding the mic with confidence despite the world's ignorant turning towards Molly-addled peace and love bullshit, ultra-capitalist fever dreams and incipient species death.</span><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">Drawing on a tradition that nods to the best of Def Jux, Rhymesayers, Doomtree and Anticon, they make hip-hop for outsiders, freaks, and kids with their hoodies pulled low over their eyes. </span><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">They are </span><a style=""color: #000000; text-decoration: none; font-weight: bold; font-family: Verdana; font-size: 11px; line-height: 13px;"" href=""http://allurbanoutfield.com/"">All Urban Outfield</a><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">, and this is </span><strong style=""font-family: Verdana; font-size: 11px; line-height: 13px;""><a style=""color: #000000; text-decoration: none;"" href=""http://blacklanternmusic.bandcamp.com/album/sacrifice-fly"">Sacrifice Fly</a>.</strong></p>
<p><strong style=""font-family: Verdana; font-size: 11px; line-height: 13px;""><span style=""font-weight: normal;"">1 Lurkers (prod. Swollen Tung)</span><br style=""font-weight: normal;"" /><br style=""font-weight: normal;"" /><span style=""font-weight: normal;"">2 Beta (prod. K.Clifton)</span></strong></p>
<p><strong style=""font-family: Verdana; font-size: 11px; line-height: 13px;""><span style=""font-weight: normal;"">3 Foods That Start With Q ft. Fat Arm and Shark Dentures (prod. Lister)</span></strong></p>
<p><strong style=""font-family: Verdana; font-size: 11px; line-height: 13px;""><span style=""font-weight: normal;"">4 Watch The Road, Bub (prod. Ionic 26)</span></strong></p>
<p><strong style=""font-family: Verdana; font-size: 11px; line-height: 13px;""><br /><br /><a style=""color: #000000; text-decoration: none;"" href=""http://blacklanternmusic.bandcamp.com/album/sacrifice-fly"">Pre-order a deluxe, limited edition CD, shipping September 2014</a>. <br /><br />Look out for limited edition All Urban Outfield art prints, coming soon from Black Lantern.</strong><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">Debut album </span><strong style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">CRYPTO</strong><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;""> available from </span><a style=""color: #000000; text-decoration: none; font-weight: bold; font-family: Verdana; font-size: 11px; line-height: 13px;"" href=""http://allurbanoutfield.com/"">allurbanoutfield.com</a></p>",10568,,[],Sacrifice Fly (Sampler),4,Album,,,,"<p><a style=""color: #000000; text-decoration: none; font-weight: bold; font-family: Verdana; font-size: 11px; line-height: 13px;"" href=""http://allurbanoutfield.com/"">ALL URBAN OUTFIELD</a><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;""> is the brainchild of two Seattle-based rap mutants, p.WRECKS and K. Clifton. Both have a long history in the hip-hop scene around the Pacific Northwest, both as producers and emcees – All Urban Outfield finds the two working together to create a new vocabulary and aesthetic for underground hip-hop, inspired as much by the science fiction beatdowns of Kool Keith as the raw powerviolence of Spazz.</span><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">All Urban Outfield released CRYPTO independently in 2013. The album caught the attention of Black Lantern's Texture, who called it “a masterclass in abstract lyricism [with] a strong element of imminent collapse and urban decay running through the lyrical themes.” </span><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">p.WRECKS then signed to Black Lantern and released Invertebrate, Ammunition, Reflux, a scabrous and claustrophobic 20-track opus, the follow-up to his self-released album Luggage Checked To Nowhere. The duo also released a stunning single as Solid Gold Forest in 2013.</span><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">This is hip-hop that deals with isolation, psychedelic visions, imminent apocalypse. This is the sound of graffiti-covered basements ringing to bass-heavy MPC beats; of dusty beats on tape as you traverse the decaying urban sprawl. Two emcees holding the mic with confidence despite the world's ignorant turning towards Molly-addled peace and love bullshit, ultra-capitalist fever dreams and incipient species death.</span><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">K. Clifton's voice, deep and sonorous, provides a calm philosophical counterpoint to p.WRECKS, who rips verses from looseleaf and onto beats with a feral anger and intelligence. Deep magic, alternate timelines, poverty horrorshows and spiritual malfeasance are their subject matter. The lost art of trading intelligent verses over beats without hope of celebrity, free drugs or blowjobs is their method. Drawing on a tradition that nods to the best of Def Jux, Rhymesayers, Doomtree and Anticon, they make hip-hop for outsiders, freaks, and kids with their hoodies pulled low over their eyes. </span><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><br style=""font-family: Verdana; font-size: 11px; line-height: 13px;"" /><span style=""font-family: Verdana; font-size: 11px; line-height: 13px;"">Look out for limited edition All Urban Outfield art prints, coming soon. </span></p>",0,2014-05-25 10:01:10,3,18584,,"Seattle, WA",,p.WRECKS & K.Clifton,All Urban Outfield,,['all urban outfield'],http://allurbanoutfield.com,,training,small,128000,0,,2014-05-25 09:57:49,,264,3,Hip-Hop,"[21, 100]","[100, 21]",,3539,,Attribution-Noncommercial-Share Alike 3.0 United States,2811,,3,,[],Foods That Start With Q (Feat. Fat Arm & Shark Dentures)
105915,0,2014-05-27 17:40:34,2014-05-27 00:00:00,Irene Trudel,1,16539,"<p>The American Primitive style is strong in Guitarist Matt Sowell's playing. Sowell attributes his first awakening to old-time music through his grandfather Frank, who grew up in the mountains of North Carolina. Then, as a furniture apprentice to Nevin Fahs, who runs Red Head Mandolins and is a great guitarist himself, Matt was introduced to unadorned guitar playing from the likes of Missippi John Hurt & Bukka White.</p>
<p>(WFMU)</p>",5865,Irene Trudel,[],"Live on WFMU with Irene - May 5, 2014",7,Album,,,,"<p>Native to Philadelphia, Matt Sowell is an instrumental acoustic guitar player. Influenced by the guitar finger stylings of Jack Rose and John Fahey, Matt is constantly being challenged and evolving as a guitar player. Combining American blues, attributes of rag time with hints of Indian Ragas in his pieces, the sonic textures that Matt plays will bring you to deep introspective places.</p>
<p>(Bandcamp)</p>",0,2014-05-27 17:39:48,2,18592,,"Philadelphia, Pennsylvania ",,,Matt Sowell,,['matt sowell'],http://mattsowell.bandcamp.com/,,training,small,192000,0,,2014-05-27 17:37:17,,222,1,Folk,"[17, 103]","[17, 103]",,830,,Attribution-Noncommercial-No Derivative Works 3.0 United States,675,,2,,[],Deadman's Rag
105408,0,2014-05-18 20:22:19,2014-05-19 00:00:00,,1,16469,"<p>cover photograph: Misery Artwork (<a href=""http://misery.artwork.free.fr"">misery.artwork.free.fr</a>) <br /> cover model: Orane (<a href=""https://www.facebook.com/OraneModelePhoto"">www.facebook.com/OraneModelePhoto</a>) <br /> <br /> ""Start your trip in the deep jungle & discover some beautiful hidden scapes, then take a rest near the giant tree of the magical forest. Oh, don't be afraid by the Atlantis Curse & you will know the truth (maybe) about the Dark Matter. Cosmos is so gigantic! ...but you're not alone. We're all here, we are Humanity ...and we are lost in the cosmic infinity."" <br /> <br /> catalog number is P36-085</p>",52243,,[],We Are Humanity .​.​.​And We Are Lost In The Cosmic Infinity,15,Album,,,,,0,2013-04-06 06:47:35,9,15990,,,,,Egg Nebula,,['egg nebula'],,,training,small,320000,0,,2014-05-18 20:24:21,,185,9,Electronic,"[183, 337, 695]","[337, 15, 695, 183]",,5520,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,4486,,9,,[],Magical Forest
105451,0,2014-05-18 22:03:23,2014-05-13 00:00:00,,2,16471,"<p><strong>Want high-resolution album art, liner-notes or lossless FLAC audio? <a href=""http://www.blocsonic.com/releases/show/classic-material-vol-4--dcom-radio"">Check out the blocSonic release page</a>!</strong></p>
<p>It’s truly a pleasure to be able to present to you the latest volume in <a href=""http://www.blocsonic.com/artist/cm-aka-creative""><strong>CM aka Creative’s</strong></a> great <em>Classic Material</em> series! This time around, CM gives you <em>DCOM Radio</em> which finds him bringing together a whole team of talented EMCEEs, DJs and producers for nearly an hour and half of boom bap hip-hop for heads who dig that Golden Era ish. Yeah.</p>
<p>A very special thank you to CM aka Creative, RM aka Bigg-M, DJ Hotwings, E FeungShui, Ak Ill, LJ Heiss, Dr. Becket, Tragedy, Benjo, Streets Da Goon, Choppy Chop, Vito Brown, Ill Will Da Mick, Cheese, M.O.B. Stars, Tex the Great, & Joaquin Evans!</p>
<p>Of course, thanks once again to you for downloading & listening. We always strive to deliver the music you’ll love. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!.</p>",9878,,[],Classic Material Vol. 4: DCOM Radio,25,Album,,,,"<p><span style=""font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; color: #222222; line-height: 21px;"">Born in NYC, CM has been writing music since 16. He moved to Maryland in 1996 and has been recording music ever since. A talented writer and producer, CM has created countless tracks & finally the world gets just a little sneak peak into his world.</span></p>",0,2009-05-05 07:27:00,6,3226,,,,,CM aka Creative,,['cm aka creative'],http://www.myspace.com/deadlycom,,training,small,320000,0,,2014-05-18 22:06:43,,447,0,Hip-Hop,[21],[21],,1695,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,1471,,25,,[],Hard Habit
105918,0,2014-05-27 17:40:34,2014-05-27 00:00:00,Irene Trudel,1,16539,"<p>The American Primitive style is strong in Guitarist Matt Sowell's playing. Sowell attributes his first awakening to old-time music through his grandfather Frank, who grew up in the mountains of North Carolina. Then, as a furniture apprentice to Nevin Fahs, who runs Red Head Mandolins and is a great guitarist himself, Matt was introduced to unadorned guitar playing from the likes of Missippi John Hurt & Bukka White.</p>
<p>(WFMU)</p>",5865,Irene Trudel,[],"Live on WFMU with Irene - May 5, 2014",7,Album,,,,"<p>Native to Philadelphia, Matt Sowell is an instrumental acoustic guitar player. Influenced by the guitar finger stylings of Jack Rose and John Fahey, Matt is constantly being challenged and evolving as a guitar player. Combining American blues, attributes of rag time with hints of Indian Ragas in his pieces, the sonic textures that Matt plays will bring you to deep introspective places.</p>
<p>(Bandcamp)</p>",0,2014-05-27 17:39:48,2,18592,,"Philadelphia, Pennsylvania ",,,Matt Sowell,,['matt sowell'],http://mattsowell.bandcamp.com/,,training,small,192000,0,,2014-05-27 17:37:19,,325,2,Folk,"[17, 103]","[17, 103]",,1308,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1119,,5,,[],A Long Walk
